"","workerid","scale","degree","stars","judgment","language","exp","compliant","word"
"3376","A38HFMRXB5Q13M","memorable_unforgettable","mid",5,0,"English","e12",TRUE,"ordinary"
"3377","A38HFMRXB5Q13M","good_excellent","mid",5,0,"English","e12",TRUE,"okay"
"3378","A38HFMRXB5Q13M","memorable_unforgettable","hi2",2,0,"English","e12",TRUE,"memorable"
"3379","A38HFMRXB5Q13M","memorable_unforgettable","low1",4,0,"English","e12",TRUE,"bland"
"3380","A38HFMRXB5Q13M","some_all","mid",4,1,"English","e12",TRUE,"some"
"3381","A38HFMRXB5Q13M","some_all","low1",1,0,"English","e12",TRUE,"little"
"3382","A38HFMRXB5Q13M","palatable_delicious","low1",2,1,"English","e12",TRUE,"gross"
"3383","A38HFMRXB5Q13M","liked_loved","hi2",5,1,"English","e12",TRUE,"liked"
"3384","A38HFMRXB5Q13M","liked_loved","mid",5,0,"English","e12",TRUE,"indifferent"
"3385","A38HFMRXB5Q13M","some_all","low1",3,0,"English","e12",TRUE,"little"
"3386","A38HFMRXB5Q13M","palatable_delicious","mid",3,1,"English","e12",TRUE,"mediocre"
"3387","A38HFMRXB5Q13M","palatable_delicious","hi2",4,1,"English","e12",TRUE,"palatable"
"3388","A38HFMRXB5Q13M","liked_loved","mid",4,0,"English","e12",TRUE,"indifferent"
"3389","A38HFMRXB5Q13M","palatable_delicious","low2",4,0,"English","e12",TRUE,"disgusting"
"3390","A38HFMRXB5Q13M","palatable_delicious","hi2",3,1,"English","e12",TRUE,"palatable"
"3391","A38HFMRXB5Q13M","some_all","hi2",5,1,"English","e12",TRUE,"most"
"3392","A38HFMRXB5Q13M","some_all","hi2",4,1,"English","e12",TRUE,"most"
"3393","A38HFMRXB5Q13M","liked_loved","low2",5,0,"English","e12",TRUE,"hated"
"3394","A38HFMRXB5Q13M","some_all","hi2",2,0,"English","e12",TRUE,"most"
"3395","A38HFMRXB5Q13M","good_excellent","low2",5,0,"English","e12",TRUE,"horrible"
"3396","A38HFMRXB5Q13M","memorable_unforgettable","hi1",3,0,"English","e12",TRUE,"unforgettable"
"3397","A38HFMRXB5Q13M","liked_loved","hi2",1,0,"English","e12",TRUE,"liked"
"3398","A38HFMRXB5Q13M","some_all","hi1",3,0,"English","e12",TRUE,"all"
"3399","A38HFMRXB5Q13M","good_excellent","hi2",5,1,"English","e12",TRUE,"good"
"3400","A38HFMRXB5Q13M","good_excellent","hi1",1,0,"English","e12",TRUE,"excellent"
"3401","A38HFMRXB5Q13M","some_all","mid",5,1,"English","e12",TRUE,"some"
"3402","A38HFMRXB5Q13M","liked_loved","low2",4,0,"English","e12",TRUE,"hated"
"3403","A38HFMRXB5Q13M","memorable_unforgettable","low2",5,0,"English","e12",TRUE,"forgettable"
"3404","A38HFMRXB5Q13M","memorable_unforgettable","hi1",5,1,"English","e12",TRUE,"unforgettable"
"3405","A38HFMRXB5Q13M","palatable_delicious","mid",2,1,"English","e12",TRUE,"mediocre"
"3406","A38HFMRXB5Q13M","liked_loved","hi1",4,1,"English","e12",TRUE,"loved"
"3407","A38HFMRXB5Q13M","memorable_unforgettable","hi2",3,0,"English","e12",TRUE,"memorable"
"3408","A38HFMRXB5Q13M","some_all","mid",2,0,"English","e12",TRUE,"some"
"3409","A38HFMRXB5Q13M","palatable_delicious","low2",2,0,"English","e12",TRUE,"disgusting"
"3410","A38HFMRXB5Q13M","memorable_unforgettable","low2",3,1,"English","e12",TRUE,"forgettable"
"3411","A38HFMRXB5Q13M","liked_loved","hi2",4,1,"English","e12",TRUE,"liked"
"3412","A38HFMRXB5Q13M","palatable_delicious","low2",5,0,"English","e12",TRUE,"disgusting"
"3413","A38HFMRXB5Q13M","liked_loved","low1",2,1,"English","e12",TRUE,"disliked"
"3414","A38HFMRXB5Q13M","liked_loved","hi2",2,0,"English","e12",TRUE,"liked"
"3415","A38HFMRXB5Q13M","some_all","low2",1,1,"English","e12",TRUE,"none"
"3416","A38HFMRXB5Q13M","good_excellent","low1",5,0,"English","e12",TRUE,"bad"
"3417","A38HFMRXB5Q13M","good_excellent","hi2",4,1,"English","e12",TRUE,"good"
"3418","A38HFMRXB5Q13M","liked_loved","hi2",3,1,"English","e12",TRUE,"liked"
"3419","A38HFMRXB5Q13M","some_all","low2",4,0,"English","e12",TRUE,"none"
"3420","A38HFMRXB5Q13M","memorable_unforgettable","low2",4,0,"English","e12",TRUE,"forgettable"
"3421","A38HFMRXB5Q13M","memorable_unforgettable","mid",3,1,"English","e12",TRUE,"ordinary"
"3422","A38HFMRXB5Q13M","palatable_delicious","low2",3,0,"English","e12",TRUE,"disgusting"
"3423","A38HFMRXB5Q13M","liked_loved","low1",4,0,"English","e12",TRUE,"disliked"
"3424","A38HFMRXB5Q13M","liked_loved","hi1",5,1,"English","e12",TRUE,"loved"
"3425","A38HFMRXB5Q13M","palatable_delicious","hi1",5,1,"English","e12",TRUE,"delicious"
"3426","A38HFMRXB5Q13M","palatable_delicious","mid",5,0,"English","e12",TRUE,"mediocre"
"3427","A38HFMRXB5Q13M","palatable_delicious","low1",4,0,"English","e12",TRUE,"gross"
"3428","A38HFMRXB5Q13M","liked_loved","mid",1,0,"English","e12",TRUE,"indifferent"
"3429","A38HFMRXB5Q13M","memorable_unforgettable","hi2",1,1,"English","e12",TRUE,"memorable"
"3430","A38HFMRXB5Q13M","liked_loved","hi1",2,0,"English","e12",TRUE,"loved"
"3431","A38HFMRXB5Q13M","some_all","hi1",4,1,"English","e12",TRUE,"all"
"3432","A38HFMRXB5Q13M","good_excellent","hi1",2,0,"English","e12",TRUE,"excellent"
"3433","A38HFMRXB5Q13M","good_excellent","low1",2,1,"English","e12",TRUE,"bad"
"3434","A38HFMRXB5Q13M","memorable_unforgettable","low2",2,1,"English","e12",TRUE,"forgettable"
"3435","A38HFMRXB5Q13M","some_all","low1",4,0,"English","e12",TRUE,"little"
"3436","A38HFMRXB5Q13M","some_all","low2",5,0,"English","e12",TRUE,"none"
"3437","A38HFMRXB5Q13M","good_excellent","hi2",2,0,"English","e12",TRUE,"good"
"3438","A38HFMRXB5Q13M","memorable_unforgettable","hi1",1,1,"English","e12",TRUE,"unforgettable"
"3439","A38HFMRXB5Q13M","liked_loved","low1",5,0,"English","e12",TRUE,"disliked"
"3440","A38HFMRXB5Q13M","liked_loved","low2",3,0,"English","e12",TRUE,"hated"
"3441","A38HFMRXB5Q13M","palatable_delicious","hi2",2,0,"English","e12",TRUE,"palatable"
"3442","A38HFMRXB5Q13M","some_all","hi1",2,0,"English","e12",TRUE,"all"
"3443","A38HFMRXB5Q13M","memorable_unforgettable","hi2",4,0,"English","e12",TRUE,"memorable"
"3444","A38HFMRXB5Q13M","palatable_delicious","hi1",3,0,"English","e12",TRUE,"delicious"
"3445","A38HFMRXB5Q13M","memorable_unforgettable","low1",2,1,"English","e12",TRUE,"bland"
"3446","A38HFMRXB5Q13M","palatable_delicious","hi2",1,0,"English","e12",TRUE,"palatable"
"3447","A38HFMRXB5Q13M","liked_loved","mid",2,1,"English","e12",TRUE,"indifferent"
"3448","A38HFMRXB5Q13M","some_all","hi2",1,0,"English","e12",TRUE,"most"
"3449","A38HFMRXB5Q13M","palatable_delicious","hi2",5,1,"English","e12",TRUE,"palatable"
"3450","A38HFMRXB5Q13M","good_excellent","low2",1,1,"English","e12",TRUE,"horrible"
"3451","A38HFMRXB5Q13M","good_excellent","mid",3,1,"English","e12",TRUE,"okay"
"3452","A38HFMRXB5Q13M","good_excellent","hi2",1,0,"English","e12",TRUE,"good"
"3453","A38HFMRXB5Q13M","good_excellent","mid",1,0,"English","e12",TRUE,"okay"
"3454","A38HFMRXB5Q13M","some_all","mid",3,1,"English","e12",TRUE,"some"
"3455","A38HFMRXB5Q13M","palatable_delicious","low1",5,0,"English","e12",TRUE,"gross"
"3456","A38HFMRXB5Q13M","memorable_unforgettable","hi1",2,0,"English","e12",TRUE,"unforgettable"
"3457","A38HFMRXB5Q13M","palatable_delicious","hi1",1,0,"English","e12",TRUE,"delicious"
"3458","A38HFMRXB5Q13M","good_excellent","low1",3,0,"English","e12",TRUE,"bad"
"3459","A38HFMRXB5Q13M","good_excellent","low2",2,0,"English","e12",TRUE,"horrible"
"3460","A38HFMRXB5Q13M","liked_loved","hi1",3,0,"English","e12",TRUE,"loved"
"3461","A38HFMRXB5Q13M","some_all","hi2",3,0,"English","e12",TRUE,"most"
"3462","A38HFMRXB5Q13M","liked_loved","mid",3,1,"English","e12",TRUE,"indifferent"
"3463","A38HFMRXB5Q13M","some_all","mid",1,0,"English","e12",TRUE,"some"
"3464","A38HFMRXB5Q13M","liked_loved","low2",2,0,"English","e12",TRUE,"hated"
"3465","A38HFMRXB5Q13M","good_excellent","low2",3,0,"English","e12",TRUE,"horrible"
"3466","A38HFMRXB5Q13M","memorable_unforgettable","low2",1,0,"English","e12",TRUE,"forgettable"
"3467","A38HFMRXB5Q13M","some_all","low1",5,0,"English","e12",TRUE,"little"
"3468","A38HFMRXB5Q13M","memorable_unforgettable","mid",4,0,"English","e12",TRUE,"ordinary"
"3469","A38HFMRXB5Q13M","memorable_unforgettable","hi2",5,1,"English","e12",TRUE,"memorable"
"3470","A38HFMRXB5Q13M","good_excellent","mid",4,0,"English","e12",TRUE,"okay"
"3471","A38HFMRXB5Q13M","good_excellent","low2",4,0,"English","e12",TRUE,"horrible"
"3472","A38HFMRXB5Q13M","good_excellent","mid",2,0,"English","e12",TRUE,"okay"
"3473","A38HFMRXB5Q13M","some_all","hi1",1,0,"English","e12",TRUE,"all"
"3474","A38HFMRXB5Q13M","liked_loved","low2",1,1,"English","e12",TRUE,"hated"
"3475","A38HFMRXB5Q13M","some_all","hi1",5,1,"English","e12",TRUE,"all"
"3476","A38HFMRXB5Q13M","liked_loved","low1",3,0,"English","e12",TRUE,"disliked"
"3477","A38HFMRXB5Q13M","memorable_unforgettable","low1",3,1,"English","e12",TRUE,"bland"
"3478","A38HFMRXB5Q13M","memorable_unforgettable","hi1",4,0,"English","e12",TRUE,"unforgettable"
"3479","A38HFMRXB5Q13M","memorable_unforgettable","mid",1,0,"English","e12",TRUE,"ordinary"
"3480","A38HFMRXB5Q13M","palatable_delicious","mid",4,0,"English","e12",TRUE,"mediocre"
"3481","A38HFMRXB5Q13M","good_excellent","hi2",3,1,"English","e12",TRUE,"good"
"3482","A38HFMRXB5Q13M","palatable_delicious","mid",1,0,"English","e12",TRUE,"mediocre"
"3483","A38HFMRXB5Q13M","good_excellent","hi1",3,0,"English","e12",TRUE,"excellent"
"3484","A38HFMRXB5Q13M","some_all","low2",3,0,"English","e12",TRUE,"none"
"3485","A38HFMRXB5Q13M","palatable_delicious","low1",1,1,"English","e12",TRUE,"gross"
"3486","A38HFMRXB5Q13M","memorable_unforgettable","mid",2,1,"English","e12",TRUE,"ordinary"
"3487","A38HFMRXB5Q13M","liked_loved","hi1",1,0,"English","e12",TRUE,"loved"
"3488","A38HFMRXB5Q13M","palatable_delicious","hi1",4,1,"English","e12",TRUE,"delicious"
"3489","A38HFMRXB5Q13M","good_excellent","hi1",5,1,"English","e12",TRUE,"excellent"
"3490","A38HFMRXB5Q13M","liked_loved","low1",1,1,"English","e12",TRUE,"disliked"
"3491","A38HFMRXB5Q13M","palatable_delicious","hi1",2,0,"English","e12",TRUE,"delicious"
"3492","A38HFMRXB5Q13M","some_all","low2",2,0,"English","e12",TRUE,"none"
"3493","A38HFMRXB5Q13M","good_excellent","low1",4,0,"English","e12",TRUE,"bad"
"3494","A38HFMRXB5Q13M","good_excellent","low1",1,1,"English","e12",TRUE,"bad"
"3495","A38HFMRXB5Q13M","some_all","low1",2,1,"English","e12",TRUE,"little"
"3496","A38HFMRXB5Q13M","memorable_unforgettable","low1",1,1,"English","e12",TRUE,"bland"
"3497","A38HFMRXB5Q13M","palatable_delicious","low2",1,1,"English","e12",TRUE,"disgusting"
"3498","A38HFMRXB5Q13M","palatable_delicious","low1",3,0,"English","e12",TRUE,"gross"
"3499","A38HFMRXB5Q13M","good_excellent","hi1",4,0,"English","e12",TRUE,"excellent"
"3500","A38HFMRXB5Q13M","memorable_unforgettable","low1",5,0,"English","e12",TRUE,"bland"
"3501","A3DYWQZI78VQF9","palatable_delicious","low2",3,0,"English","e12",TRUE,"disgusting"
"3502","A3DYWQZI78VQF9","some_all","hi1",1,0,"English","e12",TRUE,"all"
"3503","A3DYWQZI78VQF9","memorable_unforgettable","mid",3,1,"English","e12",TRUE,"ordinary"
"3504","A3DYWQZI78VQF9","liked_loved","low1",5,0,"English","e12",TRUE,"disliked"
"3505","A3DYWQZI78VQF9","liked_loved","low2",5,0,"English","e12",TRUE,"hated"
"3506","A3DYWQZI78VQF9","good_excellent","low2",2,1,"English","e12",TRUE,"horrible"
"3507","A3DYWQZI78VQF9","palatable_delicious","hi2",5,1,"English","e12",TRUE,"palatable"
"3508","A3DYWQZI78VQF9","memorable_unforgettable","hi1",3,1,"English","e12",TRUE,"unforgettable"
"3509","A3DYWQZI78VQF9","good_excellent","low2",1,1,"English","e12",TRUE,"horrible"
"3510","A3DYWQZI78VQF9","some_all","hi2",2,0,"English","e12",TRUE,"most"
"3511","A3DYWQZI78VQF9","good_excellent","low1",1,1,"English","e12",TRUE,"bad"
"3512","A3DYWQZI78VQF9","palatable_delicious","mid",4,0,"English","e12",TRUE,"mediocre"
"3513","A3DYWQZI78VQF9","some_all","low1",2,1,"English","e12",TRUE,"little"
"3514","A3DYWQZI78VQF9","good_excellent","hi2",1,0,"English","e12",TRUE,"good"
"3515","A3DYWQZI78VQF9","some_all","low1",4,0,"English","e12",TRUE,"little"
"3516","A3DYWQZI78VQF9","liked_loved","mid",4,0,"English","e12",TRUE,"indifferent"
"3517","A3DYWQZI78VQF9","some_all","low1",3,0,"English","e12",TRUE,"little"
"3518","A3DYWQZI78VQF9","palatable_delicious","hi1",3,0,"English","e12",TRUE,"delicious"
"3519","A3DYWQZI78VQF9","some_all","hi1",2,0,"English","e12",TRUE,"all"
"3520","A3DYWQZI78VQF9","palatable_delicious","low1",3,0,"English","e12",TRUE,"gross"
"3521","A3DYWQZI78VQF9","palatable_delicious","hi1",4,1,"English","e12",TRUE,"delicious"
"3522","A3DYWQZI78VQF9","memorable_unforgettable","mid",1,0,"English","e12",TRUE,"ordinary"
"3523","A3DYWQZI78VQF9","palatable_delicious","mid",2,1,"English","e12",TRUE,"mediocre"
"3524","A3DYWQZI78VQF9","memorable_unforgettable","low1",5,0,"English","e12",TRUE,"bland"
"3525","A3DYWQZI78VQF9","palatable_delicious","low1",1,1,"English","e12",TRUE,"gross"
"3526","A3DYWQZI78VQF9","good_excellent","hi2",4,1,"English","e12",TRUE,"good"
"3527","A3DYWQZI78VQF9","good_excellent","hi2",3,1,"English","e12",TRUE,"good"
"3528","A3DYWQZI78VQF9","some_all","hi2",1,0,"English","e12",TRUE,"most"
"3529","A3DYWQZI78VQF9","palatable_delicious","mid",3,1,"English","e12",TRUE,"mediocre"
"3530","A3DYWQZI78VQF9","some_all","hi2",4,1,"English","e12",TRUE,"most"
"3531","A3DYWQZI78VQF9","memorable_unforgettable","hi2",4,1,"English","e12",TRUE,"memorable"
"3532","A3DYWQZI78VQF9","palatable_delicious","low2",5,0,"English","e12",TRUE,"disgusting"
"3533","A3DYWQZI78VQF9","some_all","hi2",3,1,"English","e12",TRUE,"most"
"3534","A3DYWQZI78VQF9","some_all","low2",5,0,"English","e12",TRUE,"none"
"3535","A3DYWQZI78VQF9","good_excellent","hi2",5,1,"English","e12",TRUE,"good"
"3536","A3DYWQZI78VQF9","memorable_unforgettable","hi1",2,0,"English","e12",TRUE,"unforgettable"
"3537","A3DYWQZI78VQF9","palatable_delicious","low2",2,1,"English","e12",TRUE,"disgusting"
"3538","A3DYWQZI78VQF9","good_excellent","low1",3,0,"English","e12",TRUE,"bad"
"3539","A3DYWQZI78VQF9","liked_loved","low1",2,1,"English","e12",TRUE,"disliked"
"3540","A3DYWQZI78VQF9","good_excellent","mid",4,0,"English","e12",TRUE,"okay"
"3541","A3DYWQZI78VQF9","memorable_unforgettable","low2",2,1,"English","e12",TRUE,"forgettable"
"3542","A3DYWQZI78VQF9","liked_loved","mid",2,0,"English","e12",TRUE,"indifferent"
"3543","A3DYWQZI78VQF9","liked_loved","hi2",3,1,"English","e12",TRUE,"liked"
"3544","A3DYWQZI78VQF9","some_all","low1",5,0,"English","e12",TRUE,"little"
"3545","A3DYWQZI78VQF9","liked_loved","mid",3,1,"English","e12",TRUE,"indifferent"
"3546","A3DYWQZI78VQF9","memorable_unforgettable","low1",3,0,"English","e12",TRUE,"bland"
"3547","A3DYWQZI78VQF9","good_excellent","low1",4,0,"English","e12",TRUE,"bad"
"3548","A3DYWQZI78VQF9","liked_loved","low1",3,0,"English","e12",TRUE,"disliked"
"3549","A3DYWQZI78VQF9","palatable_delicious","hi1",1,0,"English","e12",TRUE,"delicious"
"3550","A3DYWQZI78VQF9","some_all","mid",2,1,"English","e12",TRUE,"some"
"3551","A3DYWQZI78VQF9","good_excellent","hi1",2,0,"English","e12",TRUE,"excellent"
"3552","A3DYWQZI78VQF9","good_excellent","hi1",1,0,"English","e12",TRUE,"excellent"
"3553","A3DYWQZI78VQF9","memorable_unforgettable","hi2",2,0,"English","e12",TRUE,"memorable"
"3554","A3DYWQZI78VQF9","palatable_delicious","hi1",2,0,"English","e12",TRUE,"delicious"
"3555","A3DYWQZI78VQF9","memorable_unforgettable","mid",2,1,"English","e12",TRUE,"ordinary"
"3556","A3DYWQZI78VQF9","memorable_unforgettable","hi1",4,0,"English","e12",TRUE,"unforgettable"
"3557","A3DYWQZI78VQF9","memorable_unforgettable","low2",5,0,"English","e12",TRUE,"forgettable"
"3558","A3DYWQZI78VQF9","some_all","mid",4,1,"English","e12",TRUE,"some"
"3559","A3DYWQZI78VQF9","some_all","mid",1,0,"English","e12",TRUE,"some"
"3560","A3DYWQZI78VQF9","memorable_unforgettable","low2",1,1,"English","e12",TRUE,"forgettable"
"3561","A3DYWQZI78VQF9","memorable_unforgettable","hi1",5,1,"English","e12",TRUE,"unforgettable"
"3562","A3DYWQZI78VQF9","liked_loved","low1",1,1,"English","e12",TRUE,"disliked"
"3563","A3DYWQZI78VQF9","palatable_delicious","mid",5,0,"English","e12",TRUE,"mediocre"
"3564","A3DYWQZI78VQF9","memorable_unforgettable","low2",3,0,"English","e12",TRUE,"forgettable"
"3565","A3DYWQZI78VQF9","good_excellent","mid",2,1,"English","e12",TRUE,"okay"
"3566","A3DYWQZI78VQF9","some_all","low2",1,1,"English","e12",TRUE,"none"
"3567","A3DYWQZI78VQF9","liked_loved","hi1",3,0,"English","e12",TRUE,"loved"
"3568","A3DYWQZI78VQF9","memorable_unforgettable","hi2",1,0,"English","e12",TRUE,"memorable"
"3569","A3DYWQZI78VQF9","good_excellent","mid",1,0,"English","e12",TRUE,"okay"
"3570","A3DYWQZI78VQF9","liked_loved","hi1",5,1,"English","e12",TRUE,"loved"
"3571","A3DYWQZI78VQF9","liked_loved","hi1",2,0,"English","e12",TRUE,"loved"
"3572","A3DYWQZI78VQF9","palatable_delicious","mid",1,0,"English","e12",TRUE,"mediocre"
"3573","A3DYWQZI78VQF9","good_excellent","mid",3,1,"English","e12",TRUE,"okay"
"3574","A3DYWQZI78VQF9","palatable_delicious","low2",4,0,"English","e12",TRUE,"disgusting"
"3575","A3DYWQZI78VQF9","good_excellent","low2",4,0,"English","e12",TRUE,"horrible"
"3576","A3DYWQZI78VQF9","memorable_unforgettable","hi1",1,0,"English","e12",TRUE,"unforgettable"
"3577","A3DYWQZI78VQF9","liked_loved","hi2",4,1,"English","e12",TRUE,"liked"
"3578","A3DYWQZI78VQF9","good_excellent","hi2",2,0,"English","e12",TRUE,"good"
"3579","A3DYWQZI78VQF9","some_all","low2",3,0,"English","e12",TRUE,"none"
"3580","A3DYWQZI78VQF9","liked_loved","hi2",2,0,"English","e12",TRUE,"liked"
"3581","A3DYWQZI78VQF9","liked_loved","low1",4,0,"English","e12",TRUE,"disliked"
"3582","A3DYWQZI78VQF9","some_all","hi1",4,1,"English","e12",TRUE,"all"
"3583","A3DYWQZI78VQF9","good_excellent","low2",3,0,"English","e12",TRUE,"horrible"
"3584","A3DYWQZI78VQF9","memorable_unforgettable","hi2",3,1,"English","e12",TRUE,"memorable"
"3585","A3DYWQZI78VQF9","memorable_unforgettable","mid",4,0,"English","e12",TRUE,"ordinary"
"3586","A3DYWQZI78VQF9","palatable_delicious","hi2",4,1,"English","e12",TRUE,"palatable"
"3587","A3DYWQZI78VQF9","liked_loved","hi1",1,0,"English","e12",TRUE,"loved"
"3588","A3DYWQZI78VQF9","some_all","mid",5,0,"English","e12",TRUE,"some"
"3589","A3DYWQZI78VQF9","memorable_unforgettable","mid",5,0,"English","e12",TRUE,"ordinary"
"3590","A3DYWQZI78VQF9","palatable_delicious","low1",4,0,"English","e12",TRUE,"gross"
"3591","A3DYWQZI78VQF9","palatable_delicious","hi2",2,0,"English","e12",TRUE,"palatable"
"3592","A3DYWQZI78VQF9","memorable_unforgettable","low1",2,1,"English","e12",TRUE,"bland"
"3593","A3DYWQZI78VQF9","liked_loved","mid",1,0,"English","e12",TRUE,"indifferent"
"3594","A3DYWQZI78VQF9","liked_loved","low2",2,1,"English","e12",TRUE,"hated"
"3595","A3DYWQZI78VQF9","some_all","mid",3,1,"English","e12",TRUE,"some"
"3596","A3DYWQZI78VQF9","some_all","hi2",5,1,"English","e12",TRUE,"most"
"3597","A3DYWQZI78VQF9","some_all","low2",4,0,"English","e12",TRUE,"none"
"3598","A3DYWQZI78VQF9","palatable_delicious","low1",5,0,"English","e12",TRUE,"gross"
"3599","A3DYWQZI78VQF9","good_excellent","low1",2,1,"English","e12",TRUE,"bad"
"3600","A3DYWQZI78VQF9","memorable_unforgettable","hi2",5,1,"English","e12",TRUE,"memorable"
"3601","A3DYWQZI78VQF9","liked_loved","low2",1,1,"English","e12",TRUE,"hated"
"3602","A3DYWQZI78VQF9","liked_loved","hi1",4,1,"English","e12",TRUE,"loved"
"3603","A3DYWQZI78VQF9","good_excellent","low1",5,0,"English","e12",TRUE,"bad"
"3604","A3DYWQZI78VQF9","palatable_delicious","hi2",1,0,"English","e12",TRUE,"palatable"
"3605","A3DYWQZI78VQF9","memorable_unforgettable","low2",4,0,"English","e12",TRUE,"forgettable"
"3606","A3DYWQZI78VQF9","liked_loved","low2",3,0,"English","e12",TRUE,"hated"
"3607","A3DYWQZI78VQF9","some_all","hi1",3,0,"English","e12",TRUE,"all"
"3608","A3DYWQZI78VQF9","palatable_delicious","hi1",5,1,"English","e12",TRUE,"delicious"
"3609","A3DYWQZI78VQF9","good_excellent","mid",5,0,"English","e12",TRUE,"okay"
"3610","A3DYWQZI78VQF9","liked_loved","low2",4,0,"English","e12",TRUE,"hated"
"3611","A3DYWQZI78VQF9","liked_loved","hi2",1,0,"English","e12",TRUE,"liked"
"3612","A3DYWQZI78VQF9","memorable_unforgettable","low1",1,1,"English","e12",TRUE,"bland"
"3613","A3DYWQZI78VQF9","some_all","low2",2,1,"English","e12",TRUE,"none"
"3614","A3DYWQZI78VQF9","some_all","low1",1,0,"English","e12",TRUE,"little"
"3615","A3DYWQZI78VQF9","memorable_unforgettable","low1",4,0,"English","e12",TRUE,"bland"
"3616","A3DYWQZI78VQF9","liked_loved","mid",5,0,"English","e12",TRUE,"indifferent"
"3617","A3DYWQZI78VQF9","good_excellent","hi1",5,1,"English","e12",TRUE,"excellent"
"3618","A3DYWQZI78VQF9","good_excellent","hi1",3,0,"English","e12",TRUE,"excellent"
"3619","A3DYWQZI78VQF9","palatable_delicious","hi2",3,1,"English","e12",TRUE,"palatable"
"3620","A3DYWQZI78VQF9","good_excellent","low2",5,0,"English","e12",TRUE,"horrible"
"3621","A3DYWQZI78VQF9","palatable_delicious","low2",1,1,"English","e12",TRUE,"disgusting"
"3622","A3DYWQZI78VQF9","some_all","hi1",5,1,"English","e12",TRUE,"all"
"3623","A3DYWQZI78VQF9","palatable_delicious","low1",2,0,"English","e12",TRUE,"gross"
"3624","A3DYWQZI78VQF9","good_excellent","hi1",4,0,"English","e12",TRUE,"excellent"
"3625","A3DYWQZI78VQF9","liked_loved","hi2",5,1,"English","e12",TRUE,"liked"
"3626","A1GIA6WCGRJRY7","good_excellent","low1",5,0,"English","e12",TRUE,"bad"
"3627","A1GIA6WCGRJRY7","palatable_delicious","hi2",4,1,"English","e12",TRUE,"palatable"
"3628","A1GIA6WCGRJRY7","some_all","mid",4,1,"English","e12",TRUE,"some"
"3629","A1GIA6WCGRJRY7","liked_loved","hi1",4,1,"English","e12",TRUE,"loved"
"3630","A1GIA6WCGRJRY7","memorable_unforgettable","hi1",1,0,"English","e12",TRUE,"unforgettable"
"3631","A1GIA6WCGRJRY7","good_excellent","mid",1,0,"English","e12",TRUE,"okay"
"3632","A1GIA6WCGRJRY7","palatable_delicious","low2",4,0,"English","e12",TRUE,"disgusting"
"3633","A1GIA6WCGRJRY7","good_excellent","mid",2,0,"English","e12",TRUE,"okay"
"3634","A1GIA6WCGRJRY7","memorable_unforgettable","low1",3,1,"English","e12",TRUE,"bland"
"3635","A1GIA6WCGRJRY7","good_excellent","low2",2,1,"English","e12",TRUE,"horrible"
"3636","A1GIA6WCGRJRY7","memorable_unforgettable","low2",5,0,"English","e12",TRUE,"forgettable"
"3637","A1GIA6WCGRJRY7","liked_loved","mid",3,1,"English","e12",TRUE,"indifferent"
"3638","A1GIA6WCGRJRY7","memorable_unforgettable","hi2",3,0,"English","e12",TRUE,"memorable"
"3639","A1GIA6WCGRJRY7","memorable_unforgettable","hi1",5,1,"English","e12",TRUE,"unforgettable"
"3640","A1GIA6WCGRJRY7","some_all","hi2",4,1,"English","e12",TRUE,"most"
"3641","A1GIA6WCGRJRY7","good_excellent","hi2",1,0,"English","e12",TRUE,"good"
"3642","A1GIA6WCGRJRY7","liked_loved","hi1",2,0,"English","e12",TRUE,"loved"
"3643","A1GIA6WCGRJRY7","memorable_unforgettable","mid",4,0,"English","e12",TRUE,"ordinary"
"3644","A1GIA6WCGRJRY7","palatable_delicious","mid",4,0,"English","e12",TRUE,"mediocre"
"3645","A1GIA6WCGRJRY7","good_excellent","hi2",2,0,"English","e12",TRUE,"good"
"3646","A1GIA6WCGRJRY7","liked_loved","low1",2,1,"English","e12",TRUE,"disliked"
"3647","A1GIA6WCGRJRY7","some_all","hi1",1,0,"English","e12",TRUE,"all"
"3648","A1GIA6WCGRJRY7","liked_loved","mid",5,0,"English","e12",TRUE,"indifferent"
"3649","A1GIA6WCGRJRY7","good_excellent","mid",4,0,"English","e12",TRUE,"okay"
"3650","A1GIA6WCGRJRY7","some_all","low1",5,0,"English","e12",TRUE,"little"
"3651","A1GIA6WCGRJRY7","palatable_delicious","hi2",2,0,"English","e12",TRUE,"palatable"
"3652","A1GIA6WCGRJRY7","liked_loved","hi2",3,1,"English","e12",TRUE,"liked"
"3653","A1GIA6WCGRJRY7","liked_loved","low2",2,1,"English","e12",TRUE,"hated"
"3654","A1GIA6WCGRJRY7","palatable_delicious","low1",5,0,"English","e12",TRUE,"gross"
"3655","A1GIA6WCGRJRY7","good_excellent","hi2",3,1,"English","e12",TRUE,"good"
"3656","A1GIA6WCGRJRY7","good_excellent","low1",3,0,"English","e12",TRUE,"bad"
"3657","A1GIA6WCGRJRY7","some_all","mid",5,1,"English","e12",TRUE,"some"
"3658","A1GIA6WCGRJRY7","memorable_unforgettable","hi1",2,0,"English","e12",TRUE,"unforgettable"
"3659","A1GIA6WCGRJRY7","memorable_unforgettable","low1",4,0,"English","e12",TRUE,"bland"
"3660","A1GIA6WCGRJRY7","some_all","low2",3,0,"English","e12",TRUE,"none"
